Index,Original_Row_Index,TITLE,COMPANY,COMPANY_URL,JOB_DESCRIPTION,REQUIREMENT,LOCATION,SALARY,URL,Data source,Posted_Date,Retrieved_Date,Application_Type
74,73,Card Acquiring Risk Management Manager,Industrial and Commercial Bank of China (ICBC),https://hk.indeed.com/cmp/Industrial-and-Commercial-Bank-of-China-(icbc),"Conduct real-time transaction monitoring and risk assessments (fraud detection, merchant credit scoring). Perform due diligence investigations for new merchants and oversee portfolio risk management. Lead the implementation of system upgrades and new payment solutions. Collaborate with cross-functional teams (IT, Compliance, Customer Support) to ensure seamless operations. Monitor industry trends (cross-border payments, Central Bank Digital Currencies) and evaluate emerging technologies (AI-driven fraud detection, blockchain-based settlement). Manage ad-hoc projects, including process optimization and regulatory compliance initiatives.","Bachelor’s degree in Finance, Business, IT, or a related field. Minimum 3 years of experience in payment acquiring, card schemes, or fintech operations. In-depth understanding of the credit card transaction lifecycle (authorization, clearing, settlement) and stakeholder roles (issuers, acquirers, gateways, merchants). Hands-on experience with payment systems (gateways, POS), API integrations, and data standards (ISO 8583). Familiarity with dispute resolution frameworks (chargeback processes, arbitration). Proficiency in international card network rules and fee structures (VISA, Mastercard, UnionPay). Advanced SQL/VBA proficiency for data analysis. Fluency in English and Chinese (Mandarin preferred).",HK,Not specified,https://hk.indeed.com/viewjob?jk=cebe0e140ed55b9a,indeed,09/11/2025,Not specified,Please submit your resume to hrd@icbcasia.com.
75,74,"Assistant Manager to Manager, Credit Analyst (Corporate Banking)",Industrial and Commercial Bank of China (ICBC),https://hk.indeed.com/cmp/Industrial-and-Commercial-Bank-of-China-(icbc),"Assess all underlying risk of credit applications; conduct cashflow analysis, projection, peer comparison using internal and external data; coordinate with Corporate/Business Managers on credit matters; provide input on special approvals or postponements; monitor credit issues and perform interim account reviews; track processing timelines for credit proposals; approve credit applications within delegated authority; perform other duties as assigned by Section Head.","University graduate; minimum 3 years of experience in credit analysis with training in credit analysis and bills operations; strong knowledge of local economic/industrial conditions, banking laws & practices, import & export operations and bank lending products; professional qualifications such as HKICPA, ACCA, CFA, or FRM are preferred; strong analytical and report writing skills with sound credit judgment; self-motivated, able to work independently under pressure; good problem-solving, interpersonal, and communication skills; proficient in PC applications; fluent in written and spoken English and Chinese; candidates with more experience may be considered for Senior Manager / AVP roles.",HK,Not specified,https://hk.indeed.com/viewjob?jk=199fb96ef5b11ce1,indeed,09/11/2025,Not specified,Email your resume to hrd@icbcasia.com
76,75,"Senior Wealth Management Advisor (Insurance Specialist), RBD",Industrial and Commercial Bank of China (ICBC),https://hk.indeed.com/cmp/Industrial-and-Commercial-Bank-of-China-(icbc),"Close liaison with Branches for preparing the sales plans and sales activities; Review tactical and strategic plans for boosting sales revenue and achieve year end assigned target within regulatory framework; Develop insurance sales capacity, sales coaching, training and sales advisory support; Manage sales force with the aim to achieve sales target performance; Comply with Hong Kong regulatory framework related insurance ordinances and guidelines issued by the HKMA and SFC; Monitor high net worth clients’ portfolios to continue enhancement of customers’ experience","University graduate; Qualifications in IIQAS and CFA, CFP, FRM is preferable; 5-7 years related banking or insurance related field experience; Excellent communication skill and presentation skill; Strong influencing skill and analytical skill; Fluent in Cantonese, English and Good in Mandarin",HK,Not specified,https://hk.indeed.com/viewjob?jk=be81e7f7f7f0413a,indeed,09/11/2025,Not specified,Please submit your resume to hrd@icbcasia.com
77,76,"Assistant Manager to Manager, Branch Resources Management, Channel Management",Industrial and Commercial Bank of China (ICBC),https://hk.indeed.com/cmp/Industrial-and-Commercial-Bank-of-China-(icbc),"Develop staff performance measurement and schemes in line with regulatory and bank requirements; conduct regular reviews for enhancement; review, analyze, and coordinate branch manpower planning; assist in analyzing staff performance and provide input on incentive plans; prepare presentation decks for management; collaborate with stakeholders on performance management strategies; execute assigned tasks; prepare and monitor annual P&L, budgeting, and business plans.","Degree or above with minimum 3 years of relevant experience in the banking industry; strong communication, presentation, and interpersonal skills; proficiency in Word, PowerPoint, Chinese input, and Excel (formula setting, VLOOKUP, Pivot Table/Macro); good command of written English and Chinese.",HK,Not specified,https://hk.indeed.com/viewjob?jk=36a734ebc858a3ee,indeed,09/11/2025,Not specified,Submit resume to hrd@icbcasia.com
78,77,"Officer to Manager - Credit System Management, Credit and Investment Management Department",Industrial and Commercial Bank of China (ICBC),https://hk.indeed.com/cmp/Industrial-and-Commercial-Bank-of-China-(icbc),"Responsible for the Bank’s Consumer & CCRA monthly data contribution within regulated deadline; handle credit data maintenance, correction, and follow-up on accuracy; assist business units in credit checks via local and overseas credit reference agencies; manage credit data-related projects including user requirements and UAT; participate in ad hoc projects.",Bachelor Degree or above; minimum 2 years of banking experience in SMEs/Consumer lending/credit department; familiar with HKMA SPM IC-6 and IC-7 on consumer and commercial credit data sharing; knowledge in CRA/CCRA management preferred; proficient in spoken and written English and Chinese (including Putonghua).,HK,Not specified,https://hk.indeed.com/viewjob?jk=75c069fd0ff9b945,indeed,09/11/2025,Not specified,Please submit your resume to hrd@icbcasia.com
79,78,"Officer to Deputy Manager, Market Risk",Industrial and Commercial Bank of China (ICBC),https://hk.indeed.com/cmp/Industrial-and-Commercial-Bank-of-China-(icbc),"Design, plan and implement the market risk management framework to ensure market risk in the bank is adequately and appropriately managed under the supervision of market risk head; Perform market risk monitoring and stress testing for trading book portfolio and banking book FX and commodity portfolio; Review market risk related policies, procedures and limits; Draft management reports for market risk and present to relevant committees; Maintain active working relationship with internal stakeholders to ensure risk and control issues are identified and addressed; Conduct investigations into market risk issues including data, system and model; Participate in various market risk related projects and treasury system enhancement projects, including FRTB; Provide assistance in new product review, regulatory examination, external/internal audit tasks","Bachelor Degree or above with major in Finance / Financial Engineering / Risk Management / Quantitative Finance is preferred; FRM or CFA is a plus; More than 3 years of professional work experience in financial services preferred; Work independently and proficient in Excel / Access for large/complex data analysis, and Powerpoint / Word for presentation; Proficient in spoken and written English and Chinese (including Mandarin) is a must; Candidates with less experience will be considered as Officer or Senior Officer",HK,Not specified,https://hk.indeed.com/viewjob?jk=1487a06604944b62,indeed,09/11/2025,Not specified,Please submit your resume to hrd@icbcasia.com
80,79,"Assistant Manager to Manager, Credit Analyst (Institutional Credit)",Industrial and Commercial Bank of China (ICBC),https://hk.indeed.com/cmp/Industrial-and-Commercial-Bank-of-China-(icbc),"Perform credit due diligence and fundamental analysis on borrowers and trading counterparties, especially credit assessment on financial institutions (Banks and non-bank FIs)/Mutual Fund/Private Equity. Conduct analysis on deals and major credit terms including OTC transactions, money market products, and debt securities to assess credit exposures. Evaluate and challenge credit limit proposals and prepare credit opinions/recommendations based on risk and mitigation summaries. Ensure credit requests are assessed in compliance with internal and external requirements, including approval within delegated authority. Participate in cross-departmental projects and provide expert guidance on credit risk issues.","University graduate with major in Accounting, Finance or related disciplines. Minimum 5 years of experience in credit risk management, particularly in counterparty credit risk and financial institution credit risk. Sound knowledge of financial market derivative products and key risk factors. Solid understanding of financial fundamental analysis. Professional qualifications such as HKICPA, ACCA, CFA, or FRM are preferred. Self-motivated, independent, analytical, and able to work under pressure. Strong interpersonal, communication, negotiation, and presentation skills, with experience interacting with senior management. Strong command of written and spoken English and Chinese, including Putonghua. Candidates with more experience may be considered for Senior Manager/AVP roles.",HK,Not specified,https://hk.indeed.com/viewjob?jk=8cecc42b3cc5a9e2,indeed,09/11/2025,Not specified,Please submit your resume to hrd@icbc
81,80,Senior Mortgage Sales Manager,Industrial and Commercial Bank of China (ICBC),https://hk.indeed.com/cmp/Industrial-and-Commercial-Bank-of-China-(icbc),Achieve assigned mortgage business target and explore new business network. Prepare periodical reports to the management on matters relating to mortgage loan business development. Handle mortgage applications and follow up the process until loan disbursement. Maintain and develop relationship with existing and new client base.,"University graduate with major in Business Administration, Finance, Marketing or related disciplines. Minimum 3 years working experience with bank mortgage products or property agencies, with financial institution exposure preferred. Strong sales and service orientation. Able to work under pressure. Good command of spoken and written English, Chinese and Putonghua.",HK,Not specified,https://hk.indeed.com/viewjob?jk=490a22a5a894296f,indeed,09/11/2025,Not specified,Please submit your resume to hrd@icbcasia.com.
82,81,Financial Reimbursement Clerk (Officer - Senior Officer),Industrial and Commercial Bank of China (ICBC),https://hk.indeed.com/cmp/Industrial-and-Commercial-Bank-of-China-(icbc),"* Reimbursement Document Review: Verify compliance, completeness, and logical consistency of reimbursement documents with company policies and tax regulations; authenticate receipts to detect fraudulent, expired, or duplicate claims.","* Bachelor’s degree in Finance, Accounting, Business, or a related discipline.",HK,Not specified,https://hk.indeed.com/viewjob?jk=8e13dec52ad6c6af,indeed,09/11/2025,Not specified,Please submit your resume to hrd@icbcasia.com
83,82,Branch Service Manager,Industrial and Commercial Bank of China (ICBC),https://hk.indeed.com/cmp/Industrial-and-Commercial-Bank-of-China-(icbc),"Oversee daily operations of branch; ensure all operations are carried out in compliance with the Bank's policies, procedures, and regulatory requirements; ensure high quality of service is accurately and efficiently provided to customers.","HKCEE holder with passes in Chinese, English, and Mathematics; minimum 6 years of experience in branch operations, with at least 3 years at supervisory level; familiar with consumer banking products, services, banking practices, and regulatory requirements; qualifications in IIQAS and HKSI; good communication, interpersonal, and supervisory skills; proficient in spoken and written English and Chinese, including Putonghua; candidates with less experience may be considered for Counter Service Manager/Officer roles.",HK,Not specified,https://hk.indeed.com/viewjob?jk=d5a7f3aae2867483,indeed,09/11/2025,Not specified,Please submit your resume to hrd@icbcasia.com
85,84,Senior Personal Banking Manager / Personal Banking Manager (Relationship Manager),Industrial and Commercial Bank of China (ICBC),https://hk.indeed.com/cmp/Industrial-and-Commercial-Bank-of-China-(icbc),"Introduce and demonstrate retail banking products and services to customers (especially mortgage related business for Mortgage Sales Manager). Promote deposit, mortgage loan, insurance, investment and other retail banking products/services. Achieve business goals through proactive business solicitation and relationship building with customers. Address customer needs by providing quality customer service and financial advice to customers. Comply with established policies and regulatory requirements. Assist in promotional activities of branch banking products and services.",University degree with minimum 3 years of relevant experience. Qualified insurance and securities intermediary. Working knowledge of retail banking products and services and the related branch operations and procedures. Good relationship building and selling skills. Good command of written and spoken Chinese and English with knowledge of Putonghua. Candidate with less experience will also be considered.,HK,Not specified,https://hk.indeed.com/viewjob?jk=ca4b312830c09fcf,indeed,09/11/2025,Not specified,Please submit your resume to hrd@icbcasia.com.
86,85,"Assistant Manager to Deputy Manager, Recruitment and Business Partner",Industrial and Commercial Bank of China (ICBC),https://hk.indeed.com/cmp/Industrial-and-Commercial-Bank-of-China-(icbc),"Consult with line management and provide daily HR guidance; analyze trends and metrics with the HR department; resolve complex employee relations issues and address grievances; work closely with management and employees to improve work relationships, build morale and increase productivity and retention; provide HR policy guidance; screen and select applicants for interviews, conduct employment interviews and make recommendations to line managers for further assessments; liaise with line managers to identify their staffing needs and recommend effective solutions; source appropriate recruitment channels, prepare advertisements, and engage recruitment agencies; perform other HR duties as assigned.","University degree; minimum 3 years of experience in human resources management; good knowledge of HR practices, recruitment procedures, and employment legislation; ability to work under pressure with strong communication and interpersonal skills; good command of written and spoken English and Chinese, with knowledge of Putonghua.",HK,Not specified,https://hk.indeed.com/viewjob?jk=3fb1bcf34383270c,indeed,09/11/2025,Not specified,Submit resume to hrd@icbcasia.com
87,86,"Deputy Manager - Senior Manager ,Operations and Finance Audit",Industrial and Commercial Bank of China (ICBC),https://hk.indeed.com/cmp/Industrial-and-Commercial-Bank-of-China-(icbc),"Conduct audit reviews of operations, finance and other functions of the Bank to assure internal control effectiveness; assess IRB approach credit risk model implementation; liaise with department heads on audit issues; provide advisory services for risk mitigation; develop audit methodologies; promote control culture; maintain relationships with business units, auditors and regulators; provide training to junior team members.","Bachelor’s degree or above in Business Administration, Finance, Accounting or relevant disciplines; holder of CPA, CIA or other relevant professional qualifications; 4-8 years of audit experience in financial institutions or public accounting firms; good business acumen with knowledge of banking operations; sound knowledge of Basel II and III capital requirements and risk modeling; experience in Basel implementation and IRB Self-Assessment Questionnaire is an advantage; strong communication and interpersonal skills; high level of integrity, objectivity, confidentiality and competency; good command of written and spoken English and Chinese, including Putonghua.",HK,Not specified,https://hk.indeed.com/viewjob?jk=b40a354f15f15451,indeed,09/11/2025,Not specified,Please submit your resume to hrd@icbcasia.com.
88,87,"Officer to Manager (Regtech Project Management and Data Analysis), Administration and Systems",Industrial and Commercial Bank of China (ICBC),https://hk.indeed.com/cmp/Industrial-and-Commercial-Bank-of-China-(icbc),"Lead the Regtech project related to financial crime compliance. Oversee the FCC systems and data models related to AML, anti-fraud and sanctions, proposing optimization suggestions to improve the efficiency and effectiveness of FCC system. Use data science analysis to work with advanced Regtech tools for anti-money laundering (AML), anti-fraud and sanction control measures. Lead the management of FCC data. Keep improving data strategies, ensure CDD/KYC data is accurate and high-quality. Train staff on how to use FCC systems, tools, and understand data. Handle ad-hoc project/task assigned by Team Head.","University degree in computer science, math, statistics or finance. At least 2 years of experience in IT project management or data analysis. AML certifications (e.g. CAMS or AAMLP) are preferable. Good presentation and writing skill in both Chinese and English. Strong sense of teamwork and responsibility.",HK,Not specified,https://hk.indeed.com/viewjob?jk=9764ec62a1513579,indeed,09/11/2025,Not specified,Please submit your resume to hrd@icbcasia.com
89,88,Assistant Manager to Manager - Corporate Banking Operation,Industrial and Commercial Bank of China (ICBC),https://hk.indeed.com/cmp/Industrial-and-Commercial-Bank-of-China-(icbc),"Supervising daily operations and ensuring compliance with procedures; approving Direct Debit, School Fee, Payroll data, Standing Instructions, and General Ledger entries; verifying CCASS transactions and investigating irregularities; performing UAT testing and report reconciliation; participating in IMP, auto credit, auto debit, and FPS projects; handling inquiries on FPS, autopay, and clearing items from branches.","Bachelor Degree or above; minimum 3 years of relevant banking operations experience; knowledge of banking products, services, SWIFT messages, RTGS, policies, regulations, and procedures; proficiency in MS Office (Word, Excel); strong spoken and written English and Chinese, including Putonghua; ability to work independently and under pressure.",HK,Not specified,https://hk.indeed.com/viewjob?jk=e878929e3e5e3bfb,indeed,09/11/2025,Not specified,Email your resume to hrd@icbcasia.com
90,89,Retail Banking Operation Head,Industrial and Commercial Bank of China (ICBC),https://hk.indeed.com/cmp/Industrial-and-Commercial-Bank-of-China-(icbc),"Manage daily operational activities of Credit Card Settlement, ATM Settlement, Time Deposit, Faster Payment System (FPS) and Autopay Operations. Formulate strategic plans for the section to meet service and operational goals. Monitor and review system setups and operating procedures. Implement operations policies and ensure compliance by branches and staff. Assist Department Head with hiring and training. Coordinate with Transaction Processing Centre Head for operational control. Work with Retail Banking Product Team on new product design. Provide operations support to AML Compliance Officer on AML activities and new account opening.","University graduate or equivalent academic achievement. At least 8-10 years of retail banking experience, with 6-8 years in operations management. In-depth knowledge of retail banking products and services. Familiarity with HKICL and CCASS regulations. Strong leadership, decision-making, managerial, and planning skills. Initiative, systematic, active, and energetic. Good communication skills; fluent in spoken and written Chinese (Mandarin and Cantonese) and English.",HK,Not specified,https://hk.indeed.com/viewjob?jk=93e5fb4a78357d10,indeed,09/11/2025,Not specified,Please submit your resume to hrd@icbcasia.com.
91,90,Assistant Officer to Officer - Retail Banking Operation,Industrial and Commercial Bank of China (ICBC),https://hk.indeed.com/cmp/Industrial-and-Commercial-Bank-of-China-(icbc),* Process daily transactions for payment services,* Secondary or above,HK,Not specified,https://hk.indeed.com/viewjob?jk=3d915af02e4a9216,indeed,09/11/2025,Not specified,Please submit your resume to hrd@icbcasia.com.
92,91,"Assistant Manager - Manager, Project Management (office / branches renovation)",Industrial and Commercial Bank of China (ICBC),https://hk.indeed.com/cmp/Industrial-and-Commercial-Bank-of-China-(icbc),"Manage commercial/retail premises renovation projects to meet business requirements. Oversee project governance including tender process, cost control, and internal approvals. Collaborate with Project Lead to manage vendor and consultant performance. Organize internal project meetings with stakeholders and procurement teams. Ensure compliance with policies and procedures. Track and control project costs. Maintain project documentation for audit purposes. Support sustainability initiatives in renovation projects. Handle ad-hoc assignments as required.","Degree holder or above with minimum 5 years of working experience in multinational companies. At least 5 years of relevant experience, preferably in banking & finance industry. Strong communication and interpersonal skills with ability to work independently. Proficient in spoken and written English and Chinese. Skilled in Auto CAD, MS Project, PowerPoint, and Excel.",HK,Not specified,https://hk.indeed.com/viewjob?jk=be32bf7ec382c72b,indeed,09/11/2025,Not specified,Please submit your resume to hrd@icbcasia.com
93,92,System & Database Administrator (Deputy IT Manager / IT Manager),Industrial and Commercial Bank of China (ICBC),https://hk.indeed.com/cmp/Industrial-and-Commercial-Bank-of-China-(icbc),"Supervise system and database administration works; design, implement, and maintain System HA/DR infrastructure; deploy, manage, and troubleshoot servers, storages, and databases; perform system administration, monitoring, and capacity management; study and deploy latest technologies for system reliability, performance, and security; ensure compliance with cyber security requirements; lead team members in routine and project tasks; prepare and maintain IT policies, procedures, and manuals; perform other ad-hoc duties as assigned.","Proven experience in system and database administration; expertise in HA/DR infrastructure; strong skills in server, storage, and database management; knowledge of cybersecurity standards; ability to lead a team; experience in IT policy development; familiarity with emerging technologies in IT infrastructure.",HK,Not specified,https://hk.indeed.com/viewjob?jk=2d3774b0aaa45e19,indeed,09/11/2025,Not specified,Please submit your resume to hrd@icbcasia.com
94,93,IT Operator,Industrial and Commercial Bank of China (ICBC),https://hk.indeed.com/cmp/Industrial-and-Commercial-Bank-of-China-(icbc),* Monitoring healthiness on production systems and scheduled batch job execution,* Certificate / Diploma or above in Computer Science or related disciplines,HK,Not specified,https://hk.indeed.com/viewjob?jk=265df11f932889d1,indeed,09/11/2025,Not specified,Please submit your resume to hrd@icbcasia.com
95,94,"Copywriter, English & Korean (Part-time)",Hypebeast,http://www.hypebeast.com,"HBX is a global e-commerce platform and retail destination for the world’s most well-known and up-and-coming brands in menswear, womenswear and lifestyle from around the world. Curating a truly global and exciting assortment at the leading edge of culture, HBX focuses on delivering the latest, trend-setting fashion, accessories, shoes, home and lifestyle goods to its customers. With the HBX e-commerce platform shipping to over 80 markets worldwide, it has 2 retail stores in Hong Kong. Responsibilities include researching and performing copywriting and proofreading for product and brand descriptions, writing product descriptions in English under tight deadlines, proofreading AI-translated Korean content, developing engaging content, providing marketing support, conducting keyword research for SEO, and staying updated on local trends for the Korean market.","Good command of written and spoken English; excellent proficiency in both spoken and written Korean (native speakers or TOPIK II Level 5 or above preferred); strong attention to detail in Korean language, grammar, and punctuation; ability to work in a fast-paced environment with tight deadlines; familiarity with fashion, fashion brands, and e-commerce; team-oriented; flexible and organized under pressure; fresh graduates are welcome to apply.","Hong Kong, HK",Not specified,https://jobs.lever.co/hypebeast/22621ddf-06b5-40cf-bab2-28792f07e679,indeed,09/11/2025,Not specified,"Candidates should provide writing samples, cover letter, CV, and expected salary through the job application link."
96,95,Assistant Engineer,PCCW Global,https://www.pccwglobal.com,"Perform Mobile Indoor Network (Mobile & WiFi) E2E solution, including system & coverage design, solution execution, contractor supervision, acceptance and ongoing site O&M; lead a team to complete assigned projects; develop coverage solutions within tight schedules and budgets; coordinate with internal and external parties for project and O&M needs; assist in testing new radio technologies; improve operational efficiency through tool development.","Higher Diploma/Associate Degree/Degree in Electronics, IT, Computer Science, Communication Engineering or related; 5 years’ experience in Telecommunication with knowledge of Mobile and WiFi radio design; familiarity with 5G and WiFi technologies; hands-on programming experience (iOS, Android, Windows) for tool and database development; strong communication skills; proficient in English, Chinese, and Mandarin.","Hong Kong, HK",Not specified,https://job.pccw.com/hkt/job/Hong-Kong-Assistant-Engineer-HK/1330020466/,indeed,09/11/2025,Not specified,Not specified
97,96,Senior Legal & Compliance Officer,Sony,http://www.sony.com/,"Assist the Head of Legal & Compliance in providing professional legal services, compliance and data privacy; prepare contracts including confidentiality agreements, non-disclosure agreements, commission agreements and other legal documents; provide advice and support to all business units on compliance enquiries, rules and regulations; coordinate and organize compliance trainings; assist in organizing and implementing compliance programs including AML, PIM, data privacy and information security; provide legal and compliance administration support such as compiling reports, data entry, and maintaining Legal Office & Corporate compliance websites.","University Degree in Law or related disciplines; at least 4–5 years of relevant experience in a law firm or in-house legal department of multinational companies; self-motivated, proactive, with strong integrity; well organized with good communication and interpersonal skills; good project management skills; proficiency in MS Word, Excel, PowerPoint, Chinese Word Processing and MS Photo Editor; good written and spoken English and Chinese; immediately available. Less experienced candidates will be considered for Legal & Compliance Officer role.","Kowloon Bay, KOW, HK",Not specified,https://sonyglobal.wd1.myworkdayjobs.com/en-US/SonyGlobalCareers/job/Kowloon-Bay/Senior-Legal---Compliance-Officer_JR-118431,indeed,09/11/2025,Not specified,Online application via company career site
98,97,Commercial Clerk ( Commercial Team ),control automation,https://hk.indeed.com/cmp/Control-Automation,Provide full spectrum of general clerical and administrative support to the Commercial Team; perform project administrative duties including contract submission and system data entry; support commercial team for project traceability; handle ad hoc tasks as required.,"F5 / DSE Graduate or Above; 2 years of relevant experience preferred (fresh graduates also considered); proficient in MS Word, Excel, PowerPoint; hardworking, able to work under pressure; fluent in English and Cantonese; immediate availability preferred.","Kwai Chung, HK",Not specified,https://hk.indeed.com/viewjob?jk=ae76783dd1716130,indeed,09/11/2025,Not specified,Send full CV to cal_hr@controlautomation.com.hk
99,98,Safety Supervisor,control automation,https://hk.indeed.com/cmp/Control-Automation,"Conduct safety inspections, correct unsafe issues, prepare safety inspection reports, provide regular briefings and safety training plans, assist in preparing and maintaining on-site safety programs, prepare safety reports and meeting minutes, support safety audits and ISO certification, and monitor employee safety performance through a safety management system.","Form 5 or above, possess a safety supervisor certificate, proficient in computer operations in Chinese and English (Microsoft Office and Chinese word processing), good communication and interpersonal skills, self-motivated, able to work independently and as part of a team. A valid first aid certificate or driver’s license is preferred. Immediate availability is highly preferred.","Tuen Mun, HK",Not specified,https://hk.indeed.com/viewjob?jk=ad6b47550f54a513,indeed,09/11/2025,Not specified,Send full CV to cal_hr@controlautomation.com.hk
100,99,Engineer / Assistant Engineer,control automation,https://hk.indeed.com/cmp/Control-Automation,"Familiar with PLC (Step7/RSLogix5000,etc.) / DCS technologies; Familiar with HMI technologies (IFix / FactoryTalkViewSE / WinCC); Familiar with ABB S+ Operation and/or S+ Engineer will be an advantage; Familiar with AutoCAD and system drawings; Response for control engineering projects site installation, commissioning and assist project hand over; Take lead in any ad-hoc tasks when necessary.","Degree holder in Industrial Automation/ Electrical / Computer Science Engineering or related disciplines is preferable; High diplomas with related solid work experience are also welcome; 2 years of solid work experience in PLC/DCS/HMI (Control, Automation) is preferable; Good communication in Cantonese, Mandarin, and English; Work experience in the power plant or DSD would be an advantage; Strong sense of responsibility, self-motivated, good teamwork.","Tuen Mun, HK",Not specified,https://hk.indeed.com/viewjob?jk=33f30c6729e1f5f4,indeed,09/11/2025,Not specified,Send full CV to cal_hr@controlautomation.com.hk
